# Graph from beur1.png, page unknown
5848.0	1.044
5848.0	1.044
5848.0	1.044
5848.0	1.300
5850.0	0.9250
5850.0	1.112
5850.0	1.112
5850.0	1.112
5850.0	1.112
5850.0	1.112
5850.0	1.112
5853.8	1.006
5857.6	1.006
5861.4	1.005
5865.2	1.005
5867.1	1.000
5869.0	1.001
5872.8	1.000
5872.8	1.000
5876.6	0.9948
5880.4	0.9846
5880.4	0.9846
5884.2	0.9863
5888.0	1.000
5891.8	1.013
5891.8	1.011
5891.8	1.013
5891.8	1.013
5891.8	1.013
5895.6	1.013
5895.6	0.9880
5895.6	0.9880
5897.5	0.9795
5897.5	1.005
5897.5	0.9795
5901.3	0.9795
5901.3	0.9727
5901.3	0.9727
5901.3	0.9727
5901.3	0.9727
5901.3	0.9795
5903.2	0.9693
5907.0	0.9778
5910.8	0.9880
5914.6	0.9880
5918.4	0.9948
5922.2	1.000
5926.0	1.006
5929.8	1.005
5933.6	1.001
5937.4	1.001
5941.2	1.006
5945.0	1.010
5945.0	1.010
5945.0	1.008
5946.9	1.010
5948.8	1.010
5952.6	1.006
5956.4	1.003
5960.2	1.001
5964.0	1.005
5967.8	1.006
5971.7	1.006
5975.5	1.006
5979.3	1.003
5983.1	1.003
5986.9	1.003
5990.7	1.005
5994.5	1.005
5998.3	1.003
6002.1	1.003
6005.9	1.005
6009.7	1.003
6013.5	1.005
6017.3	1.005
6021.1	1.003
6024.9	1.003
6028.7	1.003
6032.5	1.003
6036.3	1.003
6040.1	1.001
6043.9	1.001
6047.7	1.003
6051.5	1.003
6055.3	1.003
6059.1	1.005
6062.9	1.005
6066.7	1.003
6070.5	1.003
6074.3	1.005
6078.1	1.003
6081.9	1.005
6085.7	1.005
6089.5	1.006
6093.4	1.006
6097.2	1.006
6101.0	1.006
6104.8	1.006
6108.6	1.008
6108.6	1.008
6112.4	1.006
6116.2	1.008
6120.0	1.006
6123.8	1.006
6127.6	1.008
6131.4	1.008
6135.2	1.006
6139.0	1.006
6142.8	1.006
6146.6	1.005
6150.4	1.005
6154.2	1.001
6158.0	1.001
6161.8	1.000
6165.6	1.001
6169.4	1.000
6173.2	0.9982
6177.0	1.001
6180.8	1.001
6184.6	1.003
6188.4	1.005
6188.4	1.005
6188.4	1.005
6192.2	1.006
6196.0	1.008
6199.8	1.006
6203.6	1.006
6207.4	1.006
6211.2	1.005
6215.1	1.003
6218.9	1.005
6222.7	1.006
6226.5	1.003
6230.3	1.005
6234.1	1.003
6237.9	1.003
6241.7	1.000
6245.5	1.001
6249.3	1.001
6253.1	1.003
6256.9	1.000
6260.7	0.9982
6264.5	1.000
6268.3	1.000
6272.1	1.003
6275.9	0.9880
6275.9	0.9880
6275.9	0.9880
6279.7	0.9642
6279.7	0.9642
6279.7	0.9642
6281.6	0.9590
6281.6	0.9590
6281.6	0.9590
6283.5	0.9607
6283.5	0.9607
6283.5	0.9607
6283.5	0.9607
6283.5	0.9607
6283.5	0.9607
6285.4	0.9693
6285.4	0.9693
6285.4	0.9693
6289.2	0.9880
6293.0	0.9897
6296.8	0.9863
6300.6	0.9863
6304.4	0.9897
6308.2	0.9931
6312.0	0.9948
6315.8	0.9982
6319.6	1.000
6323.4	1.001
6327.2	1.003
6331.0	1.005
6334.8	1.003
6338.7	1.003
6342.5	1.001
6346.3	1.003
6350.1	1.005
6353.9	1.005
6357.7	1.001
6361.5	1.003
6365.3	1.006
6369.1	1.006
6372.9	1.006
6376.7	1.005
6380.5	1.001
6384.3	1.001
6388.1	1.005
6391.9	1.006
6395.7	1.008
6399.5	1.008
6403.3	1.006
6407.1	1.008
6410.9	1.008
6414.7	1.010
6418.5	1.010
6422.3	1.010
6426.1	1.008
6429.9	1.006
6433.7	1.006
6437.5	1.008
6441.3	1.005
6445.1	1.005
6448.9	1.006
6452.7	1.008
6456.5	1.005
6460.4	1.006
6464.2	1.003
6468.0	1.003
6471.8	1.001
6475.6	1.001
6479.4	1.001
6483.2	1.000
6487.0	0.9982
6490.8	0.9982
6494.6	1.001
6498.4	1.003
6502.2	1.003
6506.0	1.003
6509.8	1.001
6513.6	0.9982
6517.4	0.9965
6521.2	1.000
6525.0	1.000
6528.8	1.000
6532.6	0.9965
6536.4	0.9948
6540.2	0.9897
6544.0	0.9846
6545.9	0.9897
6545.9	0.9897
6545.9	0.9897
6545.9	0.9897
6545.9	0.9897
6545.9	0.9897
6549.7	1.025
6549.7	1.025
6549.7	1.025
6553.5	1.098
6553.5	1.098
6553.5	1.098
6555.4	1.138
6555.4	1.138
6555.4	1.138
6559.2	1.194
6559.2	1.194
6559.2	1.194
6563.0	1.206
6563.0	1.206
6563.0	1.206
6563.0	1.206
6563.0	1.206
6563.0	1.206
6564.9	1.194
6564.9	1.194
6564.9	1.194
6566.8	1.161
6566.8	1.161
6566.8	1.161
6570.6	1.081
6574.4	1.020
6574.4	1.020
6574.4	1.020
6576.3	1.006
6576.3	1.006
6576.3	1.006
6578.2	1.003
6578.2	1.003
6578.2	1.003
6582.1	1.000
6585.9	1.000
6589.7	0.9982
6593.5	0.9965
6595.4	0.9965
6595.4	0.9965
6595.4	0.9965
6597.3	0.9982
6601.1	1.000
